,topic,category 0,category 1,category 2,category 3,category 4,category 5
1623,Debris Clearance Schedule,Infrastructure Resilience,Flood Defense Systems,Urban Drainage Network Expansion,Floodgate Quantity and Operation,Floodgate Maintenance Frequency,Debris Clearance Schedule
1624,Automated Floodgate Control Systems,Infrastructure Resilience,Flood Defense Systems,Urban Drainage Network Expansion,Floodgate Quantity and Operation,Automated Floodgate Control Systems,
1625,Floodgate Automation Technology,Infrastructure Resilience,Flood Defense Systems,Urban Drainage Network Expansion,Floodgate Quantity and Operation,Automated Floodgate Control Systems,Floodgate Automation Technology
1626,Floodgate Network Integration,Infrastructure Resilience,Flood Defense Systems,Urban Drainage Network Expansion,Floodgate Quantity and Operation,Automated Floodgate Control Systems,Floodgate Network Integration
1627,Floodgate Monitoring Equipment,Infrastructure Resilience,Flood Defense Systems,Urban Drainage Network Expansion,Floodgate Quantity and Operation,Floodgate Monitoring Equipment,
1628,Sensor Accuracy,Infrastructure Resilience,Flood Defense Systems,Urban Drainage Network Expansion,Floodgate Quantity and Operation,Floodgate Monitoring Equipment,Sensor Accuracy
1629,Data Transmission Efficiency,Infrastructure Resilience,Flood Defense Systems,Urban Drainage Network Expansion,Floodgate Quantity and Operation,Floodgate Monitoring Equipment,Data Transmission Efficiency
1630,Monitoring Coverage Area,Infrastructure Resilience,Flood Defense Systems,Urban Drainage Network Expansion,Floodgate Quantity and Operation,Floodgate Monitoring Equipment,Monitoring Coverage Area
1631,Floodgate Capacity,Infrastructure Resilience,Flood Defense Systems,Urban Drainage Network Expansion,Floodgate Quantity and Operation,Floodgate Capacity,
1632,Water Retention Volume,Infrastructure Resilience,Flood Defense Systems,Urban Drainage Network Expansion,Floodgate Quantity and Operation,Floodgate Capacity,Water Retention Volume
1633,Flow Rate Regulation,Infrastructure Resilience,Flood Defense Systems,Urban Drainage Network Expansion,Floodgate Quantity and Operation,Floodgate Capacity,Flow Rate Regulation
1634,Stormwater Collection Efficiency,Infrastructure Resilience,Flood Defense Systems,Urban Drainage Network Expansion,Stormwater Collection Efficiency,,
1635,Rainwater Infiltration Rate,Infrastructure Resilience,Flood Defense Systems,Urban Drainage Network Expansion,Stormwater Collection Efficiency,Rainwater Infiltration Rate,
1636,Soil Permeability,Infrastructure Resilience,Flood Defense Systems,Urban Drainage Network Expansion,Stormwater Collection Efficiency,Rainwater Infiltration Rate,Soil Permeability
1637,Vegetative Cover,Infrastructure Resilience,Flood Defense Systems,Urban Drainage Network Expansion,Stormwater Collection Efficiency,Rainwater Infiltration Rate,Vegetative Cover
1638,Permeable Surface Area,Infrastructure Resilience,Flood Defense Systems,Urban Drainage Network Expansion,Stormwater Collection Efficiency,Permeable Surface Area,
1639,Pervious Pavement Coverage,Infrastructure Resilience,Flood Defense Systems,Urban Drainage Network Expansion,Stormwater Collection Efficiency,Permeable Surface Area,Pervious Pavement Coverage
1640,Green Roof Implementation,Infrastructure Resilience,Flood Defense Systems,Urban Drainage Network Expansion,Stormwater Collection Efficiency,Permeable Surface Area,Green Roof Implementation
1641,Vegetative Swales Volume,Infrastructure Resilience,Flood Defense Systems,Urban Drainage Network Expansion,Stormwater Collection Efficiency,Permeable Surface Area,Vegetative Swales Volume
1642,Bioswale Capacity,Infrastructure Resilience,Flood Defense Systems,Urban Drainage Network Expansion,Stormwater Collection Efficiency,Permeable Surface Area,Bioswale Capacity
1643,Storm Drain Maintenance Frequency,Infrastructure Resilience,Flood Defense Systems,Urban Drainage Network Expansion,Stormwater Collection Efficiency,Storm Drain Maintenance Frequency,
1644,Inspection Schedule Consistency,Infrastructure Resilience,Flood Defense Systems,Urban Drainage Network Expansion,Stormwater Collection Efficiency,Storm Drain Maintenance Frequency,Inspection Schedule Consistency
1645,Clogging Incidents,Infrastructure Resilience,Flood Defense Systems,Urban Drainage Network Expansion,Stormwater Collection Efficiency,Storm Drain Maintenance Frequency,Clogging Incidents
1646,Drainage Equipment Condition,Infrastructure Resilience,Flood Defense Systems,Urban Drainage Network Expansion,Stormwater Collection Efficiency,Storm Drain Maintenance Frequency,Drainage Equipment Condition
1647,Community Reporting Activities,Infrastructure Resilience,Flood Defense Systems,Urban Drainage Network Expansion,Stormwater Collection Efficiency,Storm Drain Maintenance Frequency,Community Reporting Activities
1648,Urban Watershed Capacity,Infrastructure Resilience,Flood Defense Systems,Urban Drainage Network Expansion,Stormwater Collection Efficiency,Urban Watershed Capacity,
1649,Retention Basin Volume,Infrastructure Resilience,Flood Defense Systems,Urban Drainage Network Expansion,Stormwater Collection Efficiency,Urban Watershed Capacity,Retention Basin Volume
1650,Green Infrastructure Implementation,Infrastructure Resilience,Flood Defense Systems,Urban Drainage Network Expansion,Stormwater Collection Efficiency,Urban Watershed Capacity,Green Infrastructure Implementation
1651,Urban Wetland Areas,Infrastructure Resilience,Flood Defense Systems,Urban Drainage Network Expansion,Stormwater Collection Efficiency,Urban Watershed Capacity,Urban Wetland Areas
1652,Reservoir and Retention Basin Capacity,Infrastructure Resilience,Flood Defense Systems,Reservoir and Retention Basin Capacity,,,
1653,Water Storage Volume,Infrastructure Resilience,Flood Defense Systems,Reservoir and Retention Basin Capacity,Water Storage Volume,,
1654,Reservoir Capacity,Infrastructure Resilience,Flood Defense Systems,Reservoir and Retention Basin Capacity,Water Storage Volume,Reservoir Capacity,
1655,Spillway Capacity,Infrastructure Resilience,Flood Defense Systems,Reservoir and Retention Basin Capacity,Water Storage Volume,Reservoir Capacity,Spillway Capacity
1656,Sedimentation Rates,Infrastructure Resilience,Flood Defense Systems,Reservoir and Retention Basin Capacity,Water Storage Volume,Reservoir Capacity,Sedimentation Rates
1657,Structural Integrity,Infrastructure Resilience,Flood Defense Systems,Reservoir and Retention Basin Capacity,Water Storage Volume,Reservoir Capacity,Structural Integrity
1658,Aquifer Levels,Infrastructure Resilience,Flood Defense Systems,Reservoir and Retention Basin Capacity,Water Storage Volume,Aquifer Levels,
1659,Groundwater Recharge Rate,Infrastructure Resilience,Flood Defense Systems,Reservoir and Retention Basin Capacity,Water Storage Volume,Aquifer Levels,Groundwater Recharge Rate
1660,Subsurface Water Quality,Infrastructure Resilience,Flood Defense Systems,Reservoir and Retention Basin Capacity,Water Storage Volume,Aquifer Levels,Subsurface Water Quality
1661,Depth of Aquifer Layers,Infrastructure Resilience,Flood Defense Systems,Reservoir and Retention Basin Capacity,Water Storage Volume,Aquifer Levels,Depth of Aquifer Layers
1662,Water Extraction Volume,Infrastructure Resilience,Flood Defense Systems,Reservoir and Retention Basin Capacity,Water Storage Volume,Aquifer Levels,Water Extraction Volume
1663,Catchment Area Management,Infrastructure Resilience,Flood Defense Systems,Reservoir and Retention Basin Capacity,Water Storage Volume,Catchment Area Management,
1664,Watershed Capacity,Infrastructure Resilience,Flood Defense Systems,Reservoir and Retention Basin Capacity,Water Storage Volume,Catchment Area Management,Watershed Capacity
1665,Riparian Vegetation Density,Infrastructure Resilience,Flood Defense Systems,Reservoir and Retention Basin Capacity,Water Storage Volume,Catchment Area Management,Riparian Vegetation Density
1666,Flood Mitigation Structures,Infrastructure Resilience,Flood Defense Systems,Reservoir and Retention Basin Capacity,Water Storage Volume,Catchment Area Management,Flood Mitigation Structures
1667,Rainwater Harvesting Systems,Infrastructure Resilience,Flood Defense Systems,Reservoir and Retention Basin Capacity,Water Storage Volume,Rainwater Harvesting Systems,
1668,Collection Efficiency,Infrastructure Resilience,Flood Defense Systems,Reservoir and Retention Basin Capacity,Water Storage Volume,Rainwater Harvesting Systems,Collection Efficiency
1669,System Durability,Infrastructure Resilience,Flood Defense Systems,Reservoir and Retention Basin Capacity,Water Storage Volume,Rainwater Harvesting Systems,System Durability
1670,Distribution Network Coverage,Infrastructure Resilience,Flood Defense Systems,Reservoir and Retention Basin Capacity,Water Storage Volume,Rainwater Harvesting Systems,Distribution Network Coverage
1671,Sediment Accumulation,Infrastructure Resilience,Flood Defense Systems,Reservoir and Retention Basin Capacity,Sediment Accumulation,,
